record,date,status,qtime,start_date,age,gender,zipcode,fylke2024,kommune2024,landsdel2024,age_group,age_group2,_v1,_v2,_v3,_v4,_v5,_v6,_v7,_v8,_v9,_v10,Q1r10oe,_v11,_v12,_v13,_v14,_v15,_v16,_v17,_v18,_v19,_v20,_v21,_v22,_v23,_v24,Q2r13oe,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q13b,Q14r1,_v25,_v26,_v27,_v28,_v29,_v30,_v31,_v32,_v33,_v34,_v35,_v36,_v37,_v38,_v39,_v40,_v41,_v42,_v43,_v44,_v45,_v46,_v47,_v48,_v49,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,_v50,_v51,_v52,_v53,_v54,_v55,_v56,_v57,_v58,_v59,_v60,_v61,_v62,_v63,_v64,_v65,_v66,_v67,_v68,_v69,_v70,_v71,_v72,_v73,_v74,_v75,_v76,_v77,_v78,_v79,_v80,_v81,_v82,_v83,_v84,_v85,_v86,_v87,_v88,_v89,_v90,_v91,_v92,_v93,_v94,_v95,_v96,_v97,Q25r1,Q25r2,Q25r3,Q25r4,Q25r5,Q25r6,Q26,Q27,Q27r11oe,Q27b,Q27br8oe,Q27c,Q30_desktop,Q30_mobile,Q30,Q31,Q32,Q33r1,Q33r2,Q33r3,Q33r4,Q33r5,Q33r6,Q33r7,Q33r8,Q33r9,Q33r10,Q33r11,Q33r12,Q34_1,Q34_2,Q35_1,Q35_2,Q36,Q37,Q37r99oe,Q38,Q39,Q40,Q40r21oe,Q41,Q42r1,_v98,UniqueID,non_respondent,educationLevel,personal_income
1810,05/04/2025 18:10,Qualified,548.12,05/04/2025 18:00,22,Mann,2821,Innlandet,Gjøvik,Østlandet,Less than 30,18-29,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,3,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",5,Ikke i det hele tatt,Nei,Nei,4500,Not selected,Q17_1,Not selected,Not selected,Q17_4,Q17_5,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_13,Not selected,Q17_15,Not selected,Not selected,Q17_18,Q17_19,Not selected,Q17_21,Not selected,Not selected,Not selected,Utbygging,,,Ingen utbygging,Ingen utbygging,,,,,,,,Utbygging,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,,Utbygging,,,,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_13,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_21,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_4,Q17_5,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_15,Not selected,Not selected,Q17_18,Q17_19,Not selected,Not selected,Not selected,Not selected,Not selected,4,5,6,4,5,5,4,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,20% vind 80% sol,20% vind 80% sol,5,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",6,5,4 Nøytral,5,4 Nøytral,4 Nøytral,6,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,6,Jeg er for utbygging uansett,,Jeg er for utbygging uansett,,Nei,Nei,,Videregående skole/gymnas,"Ja, vi eier arealer der det er eller kan bli aktuelt å bygge kraftverk",Ønsker ikke å oppgi,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
1809,05/04/2025 18:04,Qualified,889.251,05/04/2025 17:49,52,Kvinne,2120,Innlandet,Nord-Odal,Østlandet,50-99,50-59,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Produsere mer fra solenergi i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Ja,1 Svært negativ,Ja,"Færre, store anlegg med mange turbiner for hvert anlegg",7 Svært bekymret,25 dager eller mer,Ja,Nei,48000,Not selected,Not selected,Not selected,Q17_3,Not selected,Not selected,Q17_6,Q17_7,Q17_8,Q17_9,Not selected,Q17_11,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_20,Not selected,Not selected,Q17_23,Not selected,,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,,,,,,,Ingen utbygging,,,Ingen utbygging,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_3,Not selected,Not selected,Q17_6,Q17_7,Q17_8,Q17_9,Not selected,Q17_11,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_20,Not selected,Not selected,Q17_23,Not selected,2,2,7 Svært viktig,7 Svært viktig,7 Svært viktig,2,1 Svært lett,Å forsyne Europe med fornybar energi fra Norge skal ikke gå på bekostning av norsk natur,,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",,0% vind 100% sol,0% vind 100% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,4 Nøytral,4 Nøytral,5,4 Nøytral,4 Nøytral,5,5,4 Nøytral,4 Nøytral,5,5,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),"Ja, vi bor i nærheten av arealer der det er eller kan bli aktuelt å bygge kraftverk",600 001 – 800 000 kr,,Veldig sikker,,"Nei, ingen ekstra kommentarer",,,,
1808,05/04/2025 17:42,Qualified,990.234,05/04/2025 17:26,58,Mann,2270,Innlandet,Åsnes,Østlandet,50-99,50-59,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Not selected,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Produsere mer fra solenergi i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,1 Svært negativ,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",7 Svært bekymret,Ikke i det hele tatt,Nei,Nei,14000,Not selected,Q17_1,Not selected,Q17_3,Not selected,Q17_5,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_12,Not selected,Q17_14,Not selected,Not selected,Q17_17,Not selected,Not selected,Q17_20,Not selected,Not selected,Not selected,Q17_24,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,,,,,,Ingen utbygging,,Ingen utbygging,,,Ingen utbygging,,,Ingen utbygging,,,,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_1,Not selected,Q17_3,Not selected,Q17_5,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_12,Not selected,Q17_14,Not selected,Not selected,Q17_17,Not selected,Not selected,Q17_20,Not selected,Not selected,Not selected,Q17_24,2,2,7 Svært viktig,7 Svært viktig,7 Svært viktig,1 Ikke viktig i det hele tatt,1 Svært lett,Det burde ikke bygges mer landbasert vindkraft i Norge,,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",0% vind 100% sol,,0% vind 100% sol,5,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",7 Generell stor negativ innvirkning,4 Nøytral,2,3,5,5,3,2,3,3,3,3,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Ja,,5-årig universitetsutdanning (mastergrad/profesjonsutdanning),Nei,800 001 – 1 000 000 kr,,Ganske usikker,Vindkraft er voldtekt av naturen. Fjern skattene som ikke gjør det lønnsomt å modernisere vannkraft.,Not selected,,,,
1807,05/04/2025 17:22,Qualified,253.297,05/04/2025 17:17,26,Kvinne,2230,Innlandet,Eidskog,Østlandet,Less than 30,18-29,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Vet ikke,,Nei,4 Nøytral,Nei,Vet ikke,4 Nøytral,Vet ikke,Nei,Nei,,Vet ikke,Not selected,Q17_2,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_10,Not selected,Q17_12,Q17_13,Not selected,Not selected,Q17_16,Not selected,Q17_18,Q17_19,Not selected,Not selected,Q17_22,Not selected,Not selected,,Ingen utbygging,,,,,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,,Ingen utbygging,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_2,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_10,Not selected,Q17_12,Q17_13,Not selected,Not selected,Q17_16,Not selected,Q17_18,Q17_19,Not selected,Not selected,Q17_22,Not selected,Not selected,3,4,3,5,3,3,4,Jeg tror ikke utbyggingsalternativet vil fungere etter sin hensikt,,,,Jeg ville vært mer positiv hvis anlegget ble bygget i en helt annen del av landet,,40% vind 60% sol,40% vind 60% sol,6,"Ja, vi må ikke redusere disse arealene",3,3,3,2,3,4 Nøytral,4 Nøytral,2,5,2,4 Nøytral,3,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,Videregående skole/gymnas,Nei,Ønsker ikke å oppgi,,Veldig usikker,,"Nei, ingen ekstra kommentarer",,,,
1805,05/04/2025 17:14,Qualified,755.122,05/04/2025 17:01,38,Mann,2848,Innlandet,Østre Toten,Østlandet,30-39,30-39,Not selected,Not selected,Not selected,Not selected,Utdanning & forsking,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,1 Svært negativ,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",6,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Not selected,Not selected,Not selected,Q17_4,Not selected,Q17_6,Q17_7,Q17_8,Q17_9,Not selected,Q17_11,Not selected,Not selected,Not selected,Q17_15,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,,Ingen utbygging,Ingen utbygging,,,,,,,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Q17_6,Q17_7,Q17_8,Q17_9,Not selected,Q17_11,Not selected,Not selected,Not selected,Q17_15,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,7 Svært viktig,7 Svært viktig,7 Svært viktig,1 Ikke viktig i det hele tatt,7 Svært viktig,1 Ikke viktig i det hele tatt,1 Svært lett,"Andre årsaker, vennligst spesifiser:",Mener det finnes bedre alternativer som krever mindre areal.,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",,0% vind 100% sol,0% vind 100% sol,6,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,1 Generell liten negativ innvirkning,6,4 Nøytral,4 Nøytral,4 Nøytral,2,4 Nøytral,4 Nøytral,3,5,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,1 000 001 – 1 200 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
1804,05/04/2025 16:59,Qualified,1911.149,05/04/2025 16:26,82,Mann,2409,Innlandet,Elverum,Østlandet,50-99,60+,Not selected,Klimatiltak (utslippsreduksjoner & tilpasning),Not selected,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Not selected,Bygge vindkraftverk til havs,Not selected,Not selected,Not selected,,Nei,2,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",5,2-12 dager,Nei,Nei,25000,Not selected,Not selected,Q17_2,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_10,Not selected,Not selected,Not selected,Q17_14,Not selected,Not selected,Q17_17,Not selected,Not selected,Not selected,Q17_21,Q17_22,Q17_23,Q17_24,,Ingen utbygging,,,,,,,,Ingen utbygging,,,,Ingen utbygging,,,Ingen utbygging,,,,Ingen utbygging,Ingen utbygging,Ingen utbygging,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_2,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_10,Not selected,Not selected,Not selected,Q17_14,Not selected,Not selected,Q17_17,Not selected,Not selected,Not selected,Q17_21,Q17_22,Q17_23,Q17_24,4,5,5,6,6,2,5,"Andre årsaker, vennligst spesifiser:",Oppgradering av gamle kraftverk er ikke vurdert.,,,Min holdning ville vært den samme uansett hvor anlegget bygges,40% vind 60% sol,,40% vind 60% sol,6,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,3,4 Nøytral,5,4 Nøytral,2,2,2,3,2,4 Nøytral,Jeg er imot utbygging uansett,,Mer enn 150 000 kr,9,Nei,Nei,,5-årig universitetsutdanning (mastergrad/profesjonsutdanning),Nei,1 000 001 – 1 200 000 kr,,Veldig usikker,Undersøkelsen er veldig aktuell!,Not selected,,,,
1803,05/04/2025 14:16,Qualified,1739.13,05/04/2025 13:46,36,Mann,2390,Innlandet,Ringsaker,Østlandet,30-39,30-39,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Bygge vindkraftverk til havs,Atomkraftverk,Not selected,Not selected,,Nei,3,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",7 Svært bekymret,2-12 dager,Nei,Ja,20000,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Q17_8,Q17_9,Not selected,Q17_11,Not selected,Not selected,Q17_14,Q17_15,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_24,,,,Utbygging,,,,Utbygging,Utbygging,,Utbygging,,,Utbygging,Utbygging,Utbygging,,,,,,,,Utbygging,Not selected,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Q17_8,Q17_9,Not selected,Q17_11,Not selected,Not selected,Q17_14,Q17_15,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_24,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,5,6,6,3,6,6,5,,,Jeg vil ha lavere strømkostnad,,Jeg ville vært mer positiv hvis anlegget ble bygget i en nabokommune i stedet for min egen,,20% vind 80% sol,20% vind 80% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,4 Nøytral,2,7 Generell stor negativ innvirkning,3,2,3,3,5,6,3,3,Jeg er imot utbygging uansett,,Mer enn 150 000 kr,1000000,Nei,Nei,,Videregående skole/gymnas,Vet ikke,800 001 – 1 000 000 kr,,Veldig usikker,,"Nei, ingen ekstra kommentarer",,,,
1802,05/04/2025 13:39,Qualified,2679.348,05/04/2025 12:54,82,Mann,2849,Innlandet,Østre Toten,Østlandet,50-99,60+,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Not selected,Utdanning & forsking,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Bygge ut mer landbasert vindkraft i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Nei,7 Svært positiv,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",4 Nøytral,Ikke i det hele tatt,Nei,Nei,40000,Not selected,Q17_1,Not selected,Not selected,Not selected,Q17_5,Q17_6,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_17,Q17_18,Q17_19,Not selected,Q17_21,Not selected,Q17_23,Not selected,Utbygging,,,,Utbygging,Ingen utbygging,,,,,,,,,,,Utbygging,Ingen utbygging,Utbygging,,Utbygging,,Utbygging,,Q17_1,Not selected,Not selected,Not selected,Q17_5,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_17,Not selected,Q17_19,Not selected,Q17_21,Not selected,Q17_23,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_6,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_18,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,7 Svært viktig,5,5,5,5,5,4,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,40% vind 60% sol,,40% vind 60% sol,4,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",4 Nøytral,4 Nøytral,2,7 Generell stor negativ innvirkning,5,6,3,2,4 Nøytral,3,3,5,Jeg er for utbygging uansett,,Jeg er for utbygging uansett,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Vet ikke,600 001 – 800 000 kr,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
1801,05/04/2025 12:56,Qualified,430.85,05/04/2025 12:48,27,Kvinne,2862,Innlandet,Søndre Land,Østlandet,Less than 30,18-29,Vern av natur & biologisk mangfold,Not selected,Arbeidsplasser og økonomisk omstilling,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Produsere mer fra solenergi i Norge,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Bygge vindkraftverk til havs,Not selected,Not selected,Not selected,,Nei,5,Nei,"Flere, mindre anlegg med færre turbiner per anlegg",5,Ikke i det hele tatt,Nei,Nei,20000,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_6,Q17_7,Not selected,Not selected,Not selected,Not selected,Q17_12,Not selected,Q17_14,Not selected,Not selected,Q17_17,Not selected,Not selected,Q17_20,Q17_21,Not selected,Q17_23,Not selected,,,,,,Ingen utbygging,Utbygging,,,,,Utbygging,,Utbygging,,,Utbygging,,,Ingen utbygging,Utbygging,,Ingen utbygging,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_7,Not selected,Not selected,Not selected,Not selected,Q17_12,Not selected,Q17_14,Not selected,Not selected,Q17_17,Not selected,Not selected,Not selected,Q17_21,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_6,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_20,Not selected,Not selected,Q17_23,Not selected,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,7 Svært viktig,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,1 Svært lett,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,20% vind 80% sol,20% vind 80% sol,1 Ikke viktig i det hele tatt,"Ja, vi må ikke redusere disse arealene",5,5,3,4 Nøytral,4 Nøytral,5,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,5,Jeg er for utbygging uansett,,Jeg er for utbygging uansett,,Nei,Nei,,Fagbrev,Nei,400 001 – 600 000 kr,,Veldig sikker,,"Nei, ingen ekstra kommentarer",,,,
1800,05/04/2025 12:28,Qualified,943.212,05/04/2025 12:12,30,Kvinne,2209,Innlandet,Kongsvinger,Østlandet,30-39,30-39,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Not selected,Not selected,Samferdsel & annen infrastruktur,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,3,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",5,Vet ikke,Nei,Nei,14378,Not selected,Not selected,Q17_2,Q17_3,Q17_4,Not selected,Not selected,Not selected,Not selected,Q17_9,Q17_10,Not selected,Not selected,Q17_13,Not selected,Not selected,Not selected,Not selected,Q17_18,Not selected,Not selected,Not selected,Q17_22,Not selected,Not selected,,Ingen utbygging,Ingen utbygging,Ingen utbygging,,,,,Ingen utbygging,Utbygging,,,Utbygging,,,,,Ingen utbygging,,,,Ingen utbygging,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_10,Not selected,Not selected,Q17_13,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_2,Q17_3,Q17_4,Not selected,Not selected,Not selected,Not selected,Q17_9,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_18,Not selected,Not selected,Not selected,Q17_22,Not selected,Not selected,2,2,5,7 Svært viktig,7 Svært viktig,4,3,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,100% vind 0% sol,,100% vind 0% sol,5,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",5,6,5,6,5,6,5,5,6,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,6,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Ja,,Videregående skole/gymnas,"Ja, vi bor i nærheten av arealer der det er eller kan bli aktuelt å bygge kraftverk",600 001 – 800 000 kr,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
