record,date,qtime,start_date,status,age,gender,zipcode,fylke2024,kommune2024,landsdel2024,age_group,age_group2,_v1,_v2,_v3,_v4,_v5,_v6,_v7,_v8,_v9,_v10,Q1r10oe,_v11,_v12,_v13,_v14,_v15,_v16,_v17,_v18,_v19,_v20,_v21,_v22,_v23,_v24,Q2r13oe,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q13b,Q14r1,_v25,_v26,_v27,_v28,_v29,_v30,_v31,_v32,_v33,_v34,_v35,_v36,_v37,_v38,_v39,_v40,_v41,_v42,_v43,_v44,_v45,_v46,_v47,_v48,_v49,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,_v50,_v51,_v52,_v53,_v54,_v55,_v56,_v57,_v58,_v59,_v60,_v61,_v62,_v63,_v64,_v65,_v66,_v67,_v68,_v69,_v70,_v71,_v72,_v73,_v74,_v75,_v76,_v77,_v78,_v79,_v80,_v81,_v82,_v83,_v84,_v85,_v86,_v87,_v88,_v89,_v90,_v91,_v92,_v93,_v94,_v95,_v96,_v97,Q25r1,Q25r2,Q25r3,Q25r4,Q25r5,Q25r6,Q26,Q27,Q27r11oe,Q27b,Q27br8oe,Q27c,Q30_desktop,Q30_mobile,Q30,Q31,Q32,Q33r1,Q33r2,Q33r3,Q33r4,Q33r5,Q33r6,Q33r7,Q33r8,Q33r9,Q33r10,Q33r11,Q33r12,Q34_1,Q34_2,Q35_1,Q35_2,Q36,Q37,Q37r99oe,Q38,Q39,Q40,Q40r21oe,Q41,Q42r1,_v98,UniqueID,non_respondent,educationLevel,personal_income
1858,05/01/2025 15:50,1445.855,05/01/2025 15:26,Qualified,68,Kvinne,2910,Innlandet,Nord-Aurdal,Østlandet,50-99,60+,Vern av natur & biologisk mangfold,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,3,Nei,Vet ikke,6,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_6,Not selected,Not selected,Q17_9,Q17_10,Not selected,Q17_12,Not selected,Q17_14,Not selected,Not selected,Not selected,Not selected,Q17_19,Not selected,Not selected,Not selected,Q17_23,Q17_24,,,,,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,,,,Ingen utbygging,,,,Ingen utbygging,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_6,Not selected,Not selected,Q17_9,Q17_10,Not selected,Q17_12,Not selected,Q17_14,Not selected,Not selected,Not selected,Not selected,Q17_19,Not selected,Not selected,Not selected,Q17_23,Q17_24,4,4,7 Svært viktig,6,6,2,6,Jeg synes ikke utbyggingsalternativet er verdt lavere strømregning,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,0% vind 100% sol,,0% vind 100% sol,6,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,6,4 Nøytral,6,5,7 Generell stor negativ innvirkning,5,5,5,6,5,7 Generell stor negativ innvirkning,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,5-årig universitetsutdanning (mastergrad/profesjonsutdanning),Vet ikke,Ønsker ikke å oppgi,,Ganske usikker,Svaralternativene for spørsmålet om prosentvis fordeling mellom vind og sol fanger ikke opp 0 - 0.,Not selected,,,,
544,04/16/2025 15:23,677.035,04/16/2025 15:11,Qualified,53,Mann,2323,Innlandet,Hamar,Østlandet,50-99,50-59,Not selected,Not selected,Not selected,Not selected,Not selected,Samferdsel & annen infrastruktur,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,"Bygge ut nye, småskala vannkraftanlegg i småelver i Norge",Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,1 Svært negativ,Ja,Vet ikke,4 Nøytral,Én gang (1 dag),Nei,Nei,,Vet ikke,Not selected,Not selected,Q17_3,Q17_4,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_10,Q17_11,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_17,Q17_18,Not selected,Not selected,Not selected,Not selected,Q17_23,Q17_24,,,Ingen utbygging,Ingen utbygging,,,,,,Ingen utbygging,Ingen utbygging,,,,,,Ingen utbygging,Ingen utbygging,,,,,Ingen utbygging,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_3,Q17_4,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_10,Q17_11,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_17,Q17_18,Not selected,Not selected,Not selected,Not selected,Q17_23,Q17_24,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,3,5,3,3,Kraften blir uansett eksportert som gir oss høyere strømpriser,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,80% vind 20% sol,80% vind 20% sol,4,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",4 Nøytral,5,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,2,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,3,3,1 Generell liten negativ innvirkning,2,Jeg er imot utbygging uansett,,20 000 kr,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,1 400 001 – 1 600 000 kr,,Veldig sikker,"Norge klarer ikke å gjennomføre noe billig, det skal undersøkes i hue og ræva og lages komiteer og grupper som skal se på det. Er en utopi hele greia.",Not selected,,,,
1562,04/29/2025 22:12,1054.961,04/28/2025 14:56,Qualified,69,Mann,2870,Innlandet,Nordre Land,Østlandet,50-99,60+,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Nei,2,Ja,"Flere, mindre anlegg med færre solcellepaneler per anlegg",5,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Not selected,Not selected,Not selected,Q17_4,Not selected,Q17_6,Not selected,Not selected,Not selected,Not selected,Q17_11,Not selected,Not selected,Not selected,Q17_15,Not selected,Not selected,Not selected,Q17_19,Not selected,Not selected,Q17_22,Q17_23,Q17_24,,,,Ingen utbygging,,Ingen utbygging,,,,,Ingen utbygging,,,,Ingen utbygging,,,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Q17_6,Not selected,Not selected,Not selected,Not selected,Q17_11,Not selected,Not selected,Not selected,Q17_15,Not selected,Not selected,Not selected,Q17_19,Not selected,Not selected,Q17_22,Q17_23,Q17_24,3,5,6,7 Svært viktig,7 Svært viktig,3,5,Jeg tror ikke utbyggingsalternativet vil fungere etter sin hensikt,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,0% vind 100% sol,0% vind 100% sol,6,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",7 Generell stor negativ innvirkning,5,1 Generell liten negativ innvirkning,4 Nøytral,4 Nøytral,5,4 Nøytral,4 Nøytral,5,4 Nøytral,3,5,Vet ikke,,Vet ikke,,Nei,Nei,,Videregående skole/gymnas,Nei,Ønsker ikke å oppgi,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
1269,04/25/2025 18:07,367.535,04/25/2025 18:00,Qualified,55,Kvinne,2848,Innlandet,Østre Toten,Østlandet,50-99,50-59,Not selected,Not selected,Not selected,Helse & eldreomsorg,Utdanning & forsking,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Bygge ut mer landbasert vindkraft i Norge,Not selected,Not selected,Not selected,Produsere mer fra solenergi i Norge,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,7 Svært positiv,Nei,"Færre, store anlegg med mange solcellepaneler for hvert anlegg",1 Ikke bekymret,Ikke i det hele tatt,Nei,Nei,22000,Not selected,Not selected,Q17_2,Not selected,Not selected,Not selected,Not selected,Q17_7,Q17_8,Not selected,Q17_10,Not selected,Not selected,Not selected,Q17_14,Not selected,Not selected,Not selected,Q17_18,Not selected,Q17_20,Not selected,Q17_22,Not selected,Not selected,,Utbygging,,,,,Utbygging,Utbygging,,Utbygging,,,,Utbygging,,,,Utbygging,,Utbygging,,Utbygging,,,Not selected,Q17_2,Not selected,Not selected,Not selected,Not selected,Q17_7,Q17_8,Not selected,Q17_10,Not selected,Not selected,Not selected,Q17_14,Not selected,Not selected,Not selected,Q17_18,Not selected,Q17_20,Not selected,Q17_22,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,4,4,4,4,4,4,4,,,Vi må øke strømproduksjonen i Norge for egen sikkerhet,,Min holdning ville vært den samme uansett hvor anlegget bygges,,80% vind 20% sol,80% vind 20% sol,2,Nei,4 Nøytral,3,3,5,4 Nøytral,4 Nøytral,5,5,6,5,3,5,5000 kr,,Jeg er for utbygging uansett,,Nei,Nei,,Fagbrev,Nei,400 001 – 600 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
1109,04/24/2025 12:54,503.456,04/24/2025 12:45,Qualified,59,Mann,2750,Innlandet,Gran,Østlandet,50-99,50-59,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Samferdsel & annen infrastruktur,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Nei,2,Ja,"Flere, mindre anlegg med færre solcellepaneler per anlegg",5,Én gang (1 dag),Nei,Nei,25000,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_5,Q17_6,Q17_7,Not selected,Not selected,Q17_10,Not selected,Not selected,Not selected,Q17_14,Not selected,Q17_16,Not selected,Not selected,Not selected,Q17_20,Q17_21,Not selected,Not selected,Not selected,,,,,Ingen utbygging,Ingen utbygging,Ingen utbygging,,,Ingen utbygging,,,,Ingen utbygging,,Ingen utbygging,,,,Ingen utbygging,Ingen utbygging,,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_5,Q17_6,Q17_7,Not selected,Not selected,Q17_10,Not selected,Not selected,Not selected,Q17_14,Not selected,Q17_16,Not selected,Not selected,Not selected,Q17_20,Q17_21,Not selected,Not selected,Not selected,4,4,4,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,5,Jeg synes ikke Norge skal være et grønt batteri for Europa,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,80% vind 20% sol,,80% vind 20% sol,5,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",3,7 Generell stor negativ innvirkning,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,2,5,2,2,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,2,5,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,Videregående skole/gymnas,Nei,1 000 001 – 1 200 000 kr,,Ganske sikker,"Kraftproduksjon er veldig viktig , men ikke til en hver pris.",Not selected,,,,
2123,05/04/2025 20:11,1659.191,05/04/2025 19:43,Qualified,53,Kvinne,2315,Innlandet,Hamar,Østlandet,50-99,50-59,Not selected,Klimatiltak (utslippsreduksjoner & tilpasning),Not selected,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Produsere mer fra solenergi i Norge,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Nei,5,Nei,"Færre, store anlegg med mange solcellepaneler for hvert anlegg",5,Ikke i det hele tatt,Nei,Nei,29000,Not selected,Not selected,Not selected,Q17_3,Not selected,Not selected,Q17_6,Not selected,Q17_8,Not selected,Not selected,Not selected,Q17_12,Q17_13,Q17_14,Not selected,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_24,,,Ingen utbygging,,,Ingen utbygging,,Ingen utbygging,,,,Utbygging,Utbygging,Ingen utbygging,,Ingen utbygging,,,,,,,,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_12,Q17_13,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_3,Not selected,Not selected,Q17_6,Not selected,Q17_8,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_14,Not selected,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_24,4,6,5,5,5,5,4,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,20% vind 80% sol,20% vind 80% sol,6,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,5,2,6,6,5,5,5,5,5,5,6,5000 kr,,2000 kr,,Nei,Ja,,5-årig universitetsutdanning (mastergrad/profesjonsutdanning),Nei,1 200 001 – 1 400 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
1642,04/29/2025 13:23,928.918,04/29/2025 13:07,Qualified,43,Kvinne,2836,Innlandet,Gjøvik,Østlandet,40-49,40-49,Not selected,Not selected,Not selected,Helse & eldreomsorg,Utdanning & forsking,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,4 Nøytral,Nei,"Færre, store anlegg med mange solcellepaneler for hvert anlegg",6,Ikke i det hele tatt,Nei,Nei,19000,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Q17_8,Not selected,Q17_10,Q17_11,Not selected,Not selected,Not selected,Q17_15,Not selected,Not selected,Not selected,Not selected,Q17_20,Not selected,Not selected,Q17_23,Q17_24,,,,Ingen utbygging,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,,,Ingen utbygging,,,,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Q17_8,Not selected,Q17_10,Q17_11,Not selected,Not selected,Not selected,Q17_15,Not selected,Not selected,Not selected,Not selected,Q17_20,Not selected,Not selected,Q17_23,Q17_24,6,7 Svært viktig,6,5,4,7 Svært viktig,4,"Utbygging hadde for store effekter på natur og miljø, fordelene tatt i betraktning",,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,100% vind 0% sol,100% vind 0% sol,4,"Ja, vi må ikke redusere disse arealene",6,6,4 Nøytral,3,3,5,6,5,2,4 Nøytral,2,2,Mer enn 150 000 kr,2000000,150 000 kr,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,600 001 – 800 000 kr,,Veldig usikker,"Uansett hvor mange fordeler som blir lovet ved slike ting, ser man aldri noe til de i etterkant. Slutt heller å eksportere så mye strøm så er problemet lettere løst",Not selected,,,,
1194,04/25/2025 16:45,2296.893,04/25/2025 08:53,Qualified,79,Mann,2120,Innlandet,Nord-Odal,Østlandet,50-99,60+,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Not selected,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Bygge vindkraftverk til havs,Atomkraftverk,Not selected,Not selected,,Nei,3,Ja,"Færre, store anlegg med mange solcellepaneler for hvert anlegg",4 Nøytral,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Q17_1,Not selected,Not selected,Not selected,Not selected,Q17_6,Not selected,Q17_8,Q17_9,Not selected,Q17_11,Not selected,Not selected,Q17_14,Not selected,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_22,Not selected,Not selected,Ingen utbygging,,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,Ingen utbygging,,Ingen utbygging,,,,,,Ingen utbygging,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_1,Not selected,Not selected,Not selected,Not selected,Q17_6,Not selected,Q17_8,Q17_9,Not selected,Q17_11,Not selected,Not selected,Q17_14,Not selected,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_22,Not selected,Not selected,6,3,5,5,2,4,5,"Utbygging hadde for store effekter på natur og miljø, fordelene tatt i betraktning",,,,Jeg er usikker,80% vind 20% sol,,80% vind 20% sol,2,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",3,5,2,5,4 Nøytral,3,2,2,3,4 Nøytral,1 Generell liten negativ innvirkning,3,Vet ikke,,Vet ikke,,Nei,Nei,,Fagbrev,Nei,600 001 – 800 000 kr,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
554,04/16/2025 15:34,248.073,04/16/2025 15:30,Qualified,27,Kvinne,2834,Innlandet,Vestre Toten,Østlandet,Less than 30,18-29,Not selected,Not selected,Not selected,Helse & eldreomsorg,Utdanning & forsking,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Bygge ut mer landbasert vindkraft i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,7 Svært positiv,Nei,Vet ikke,7 Svært bekymret,Én gang (1 dag),Vet ikke,Vet ikke,,Vet ikke,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_8,Q17_9,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_16,Not selected,Q17_18,Not selected,Q17_20,Not selected,Not selected,Q17_23,Q17_24,Ingen utbygging,,,,,,,Ingen utbygging,Ingen utbygging,,,,,,,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_8,Q17_9,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_16,Not selected,Q17_18,Not selected,Q17_20,Not selected,Not selected,Q17_23,Q17_24,4,4,4,4,4,4,4,Vet ikke,,,,Jeg er usikker,,40% vind 60% sol,40% vind 60% sol,7 Svært viktig,Vet ikke,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,Jeg er imot utbygging uansett,,Vet ikke,,Nei,Nei,,Videregående skole/gymnas,Nei,200 001 – 400 000 kr,,Veldig usikker,,"Nei, ingen ekstra kommentarer",,,,
2156,05/07/2025 11:39,1289.462,05/05/2025 22:02,Qualified,38,Kvinne,2322,Innlandet,Hamar,Østlandet,30-39,30-39,Vern av natur & biologisk mangfold,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Vet ikke,,Nei,4 Nøytral,Nei,Vet ikke,7 Svært bekymret,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Not selected,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Not selected,Q17_9,Q17_10,Not selected,Not selected,Q17_13,Not selected,Not selected,Not selected,Q17_17,Not selected,Q17_19,Q17_20,Not selected,Q17_22,Not selected,Not selected,,,,Ingen utbygging,,,,,Ingen utbygging,Ingen utbygging,,,Ingen utbygging,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Not selected,Q17_9,Q17_10,Not selected,Not selected,Q17_13,Not selected,Not selected,Not selected,Q17_17,Not selected,Q17_19,Q17_20,Not selected,Q17_22,Not selected,Not selected,1 Ikke viktig i det hele tatt,4,7 Svært viktig,4,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,1 Svært lett,Jeg synes ikke utbyggingsalternativet er verdt lavere strømregning,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,20% vind 80% sol,20% vind 80% sol,4,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,4 Nøytral,7 Generell stor negativ innvirkning,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,5,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,Grunnskole (7-10 år),Nei,200 001 – 400 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
